ZCTA,Total:,Not Hispanic or Latino:,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,,,,,,,,,,
ZCTA5 12423,"1,207","1,059",761,125,0,0,,,,,,,,,,
ZCTA5 12424,263,261,261,0,0,0,,,,,,,,,,
ZCTA5 12427,876,867,853,9,0,5,,,,,,,,,,
ZCTA5 12428,"6,866","4,802","4,110",426,4,93,,,,,,,,,,
ZCTA5 12429,35,35,35,0,0,0,,,,,,,,,,
ZCTA5 12430,"1,449","1,323","1,138",0,0,50,,,,,,,,,,
ZCTA5 12431,"1,544","1,461","1,371",0,0,1,,,,,,,,,,
ZCTA5 12432,675,442,442,0,0,0,,,,,,,,,,
ZCTA5 12433,486,486,486,0,0,0,,,,,,,,,,
ZCTA5 12434,723,723,709,14,0,0,,,,,,,,,,
ZCTA5 12435,210,194,194,0,0,0,,,,,,,,,,
ZCTA5 12436,224,224,224,0,0,0,,,,,,,,,,
ZCTA5 12438,29,29,29,0,0,0,,,,,,,,,,
ZCTA5 12439,336,309,309,0,0,0,,,,,,,,,,
ZCTA5 12440,"1,561","1,502","1,269",124,0,43,,,,,,,,,,
ZCTA5 12441,98,98,98,0,0,0,,,,,,,,,,
ZCTA5 12442,686,655,655,0,0,0,,,,,,,,,,
ZCTA5 12443,"3,919","3,560","3,278",35,0,45,,,,,,,,,,
ZCTA5 12444,432,331,293,0,0,1,,,,,,,,,,
ZCTA5 12446,"5,077","4,624","3,978",4,6,60,,,,,,,,,,
ZCTA5 12448,160,160,160,0,0,0,,,,,,,,,,
ZCTA5 12449,"3,333","2,777","2,275",224,0,24,,,,,,,,,,
ZCTA5 12450,208,173,173,0,0,0,,,,,,,,,,
ZCTA5 12451,"1,379","1,260","1,227",0,0,33,,,,,,,,,,
ZCTA5 12452,16,16,16,0,0,0,,,,,,,,,,
ZCTA5 12453,232,232,216,0,0,0,,,,,,,,,,
ZCTA5 12454,432,432,432,0,0,0,,,,,,,,,,
ZCTA5 12455,"1,733","1,337","1,279",26,0,5,,,,,,,,,,
ZCTA5 12456,796,725,691,24,0,0,,,,,,,,,,
ZCTA5 12457,"1,419","1,419","1,356",0,0,7,,,,,,,,,,
ZCTA5 12458,"3,762","2,820","1,846",795,1,27,,,,,,,,,,
ZCTA5 12459,112,112,112,0,0,0,,,,,,,,,,
ZCTA5 12460,262,262,262,0,0,0,,,,,,,,,,
ZCTA5 12461,"1,346","1,244","1,121",0,0,75,,,,,,,,,,
ZCTA5 12463,"1,205","1,186","1,182",4,0,0,,,,,,,,,,
ZCTA5 12464,989,893,823,11,0,16,,,,,,,,,,
ZCTA5 12465,343,338,217,0,0,117,,,,,,,,,,
ZCTA5 12466,"2,077","1,739","1,490",10,0,0,,,,,,,,,,
ZCTA5 12468,"1,372","1,343","1,261",17,0,0,,,,,,,,,,
ZCTA5 12469,736,717,683,31,0,0,,,,,,,,,,
ZCTA5 12470,667,667,667,0,0,0,,,,,,,,,,
ZCTA5 12471,288,264,264,0,0,0,,,,,,,,,,
ZCTA5 12472,"1,304","1,237","1,117",28,0,16,,,,,,,,,,
ZCTA5 12473,657,655,655,0,0,0,,,,,,,,,,
ZCTA5 12474,943,915,855,33,0,0,,,,,,,,,,
ZCTA5 12475,463,375,325,0,0,11,,,,,,,,,,
ZCTA5 12477,"18,196","17,272","15,706",238,43,122,,,,,,,,,,
ZCTA5 12480,369,353,295,0,0,10,,,,,,,,,,
ZCTA5 12481,"1,569","1,569","1,481",0,9,30,,,,,,,,,,
ZCTA5 12482,494,494,494,0,0,0,,,,,,,,,,
ZCTA5 12483,54,54,49,0,0,0,,,,,,,,,,
ZCTA5 12484,"3,325","3,164","2,507",227,0,283,,,,,,,,,,
ZCTA5 12485,"1,220","1,220","1,220",0,0,0,,,,,,,,,,
ZCTA5 12486,"1,784","1,651","1,128",43,0,17,,,,,,,,,,
ZCTA5 12487,"3,930","3,795","3,117",448,0,8,,,,,,,,,,
ZCTA5 12489,112,112,112,0,0,0,,,,,,,,,,
ZCTA5 12490,0,0,0,0,0,0,,,,,,,,,,
ZCTA5 12491,"1,858","1,689","1,487",10,6,17,,,,,,,,,,
ZCTA5 12492,197,186,186,0,0,0,,,,,,,,,,
ZCTA5 12493,83,77,66,7,0,0,,,,,,,,,,
ZCTA5 12494,774,750,715,35,0,0,,,,,,,,,,
ZCTA5 12495,98,98,98,0,0,0,,,,,,,,,,
ZCTA5 12496,"1,292","1,224","1,104",42,0,22,,,,,,,,,,
ZCTA5 12498,"4,657","4,471","4,084",82,0,115,,,,,,,,,,
ZCTA5 12501,"2,007","1,582","1,381",62,0,81,,,,,,,,,,
ZCTA5 12502,"1,265","1,250","1,106",11,0,15,,,,,,,,,,
ZCTA5 12503,661,604,514,12,0,4,,,,,,,,,,
ZCTA5 12504,"1,299","1,154",851,103,13,145,,,,,,,,,,
ZCTA5 12507,299,277,253,7,0,17,,,,,,,,,,
ZCTA5 12508,"19,697","16,334","12,117","2,975",20,540,,,,,,,,,,
ZCTA5 12512,239,239,231,0,0,0,,,,,,,,,,
ZCTA5 12513,178,178,178,0,0,0,,,,,,,,,,
ZCTA5 12514,"3,213","3,133","2,909",36,0,106,,,,,,,,,,
ZCTA5 12515,"1,735","1,428","1,156",38,0,0,,,,,,,,,,
ZCTA5 12516,"1,862","1,820","1,695",11,0,22,,,,,,,,,,
ZCTA5 12517,397,359,338,0,0,0,,,,,,,,,,
ZCTA5 12518,"5,934","5,067","4,762",90,0,170,,,,,,,,,,
ZCTA5 12520,"3,111","2,814","2,682",28,0,78,,,,,,,,,,
ZCTA5 12521,"1,529","1,491","1,325",20,0,7,,,,,,,,,,
ZCTA5 12522,"4,834","4,261","3,956",17,0,91,,,,,,,,,,
ZCTA5 12523,"2,028","1,984","1,918",13,0,12,,,,,,,,,,
ZCTA5 12524,"15,633","13,408","10,819","1,292",12,595,,,,,,,,,,
ZCTA5 12525,"1,817","1,795","1,261",0,0,0,,,,,,,,,,
ZCTA5 12526,"3,310","3,106","2,941",35,0,30,,,,,,,,,,
ZCTA5 12527,12,12,6,6,0,0,,,,,,,,,,
ZCTA5 12528,"13,675","12,328","10,629",595,10,348,,,,,,,,,,
ZCTA5 12529,"1,901","1,786","1,747",0,3,0,,,,,,,,,,
ZCTA5 12530,354,354,354,0,0,0,,,,,,,,,,
ZCTA5 12531,"2,295","2,256","2,063",35,0,13,,,,,,,,,,
ZCTA5 12533,"26,101","22,518","18,643","1,004",60,"1,391",,,,,,,,,,
ZCTA5 12534,"18,194","16,994","13,240","1,848",0,983,,,,,,,,,,
ZCTA5 12538,"14,311","13,412","11,496","1,073",15,399,,,,,,,,,,
ZCTA5 12540,"9,107","7,959","7,229",390,18,176,,,,,,,,,,
ZCTA5 12542,"5,825","5,262","4,662",184,0,45,,,,,,,,,,
ZCTA5 12543,"3,146","2,689","2,226",384,8,46,,,,,,,,,,
ZCTA5 12544,59,59,59,0,0,0,,,,,,,,,,
ZCTA5 12545,"4,321","4,095","3,761",178,11,105,,,,,,,,,,
ZCTA5 12546,"2,766","2,518","2,162",224,0,72,,,,,,,,,,
ZCTA5 12547,"2,786","2,557","2,479",37,0,40,,,,,,,,,,
ZCTA5 12548,"1,011",877,855,22,0,0,,,,,,,,,,
ZCTA5 12549,"10,750","9,407","8,042",913,0,43,,,,,,,,,,
ZCTA5 12550,"55,564","33,266","20,394","10,138",8,"1,020",,,,,,,,,,
ZCTA5 12553,"26,806","19,474","13,781","3,953",38,"1,183",,,,,,,,,,
ZCTA5 12561,"18,058","16,137","14,065",906,28,515,,,,,,,,,,
ZCTA5 12563,"7,316","5,982","5,084",663,0,90,,,,,,,,,,
ZCTA5 12564,"7,945","6,709","6,208",204,0,136,,,,,,,,,,
ZCTA5 12565,"1,403","1,329","1,256",44,0,1,,,,,,,,,,
ZCTA5 12566,"13,028","12,070","10,659",501,0,22,,,,,,,,,,
ZCTA5 12567,"2,411","2,324","2,261",5,0,2,,,,,,,,,,
ZCTA5 12569,"10,174","8,852","8,207",91,0,82,,,,,,,,,,
ZCTA5 12570,"6,792","6,132","5,410",446,0,194,,,,,,,,,,
ZCTA5 12571,"9,167","8,857","7,977",324,0,170,,,,,,,,,,
ZCTA5 12572,"8,762","8,228","7,713",177,0,155,,,,,,,,,,
ZCTA5 12574,525,456,431,0,0,25,,,,,,,,,,
ZCTA5 12575,"1,944","1,574","1,380",132,0,0,,,,,,,,,,
ZCTA5 12577,"1,520","1,349","1,280",19,0,0,,,,,,,,,,
ZCTA5 12578,"2,152","2,114","1,988",19,0,21,,,,,,,,,,
ZCTA5 12580,"4,389","4,245","3,841",123,0,116,,,,,,,,,,
ZCTA5 12581,"2,048","1,606","1,531",1,0,33,,,,,,,,,,
ZCTA5 12582,"6,205","5,356","3,869","1,235",8,92,,,,,,,,,,
ZCTA5 12583,"1,837","1,738","1,689",6,0,35,,,,,,,,,,
ZCTA5 12585,"1,000",986,724,153,3,62,,,,,,,,,,
ZCTA5 12586,"12,147","10,384","8,375","1,228",0,96,,,,,,,,,,
ZCTA5 12589,"19,255","15,978","12,612","1,442",0,283,,,,,,,,,,
ZCTA5 12590,"36,849","31,333","25,253","3,097",18,"1,751",,,,,,,,,,
ZCTA5 12592,"1,507","1,234","1,080",118,0,26,,,,,,,,,,
ZCTA5 12594,"3,930","3,131","2,745",376,0,10,,,,,,,,,,
ZCTA5 12601,"42,737","35,125","20,433","11,004",58,"1,049",,,,,,,,,,
ZCTA5 12603,"41,610","36,403","28,518","4,361",57,"2,190",,,,,,,,,,
ZCTA5 12604,"1,993","1,840","1,239",161,0,331,,,,,,,,,,
ZCTA5 12701,"12,559","9,248","6,389","1,946",46,402,,,,,,,,,,
ZCTA5 12719,"1,093","1,056","1,015",19,13,9,,,,,,,,,,
ZCTA5 12720,67,67,67,0,0,0,,,,,,,,,,
ZCTA5 12721,"7,209","5,699","4,979",267,98,83,,,,,,,,,,
ZCTA5 12722,25,25,25,0,0,0,,,,,,,,,,
ZCTA5 12723,"1,596","1,438","1,141",231,6,6,,,,,,,,,,
ZCTA5 12724,65,65,57,0,0,0,,,,,,,,,,
ZCTA5 12725,191,187,184,0,0,3,,,,,,,,,,
ZCTA5 12726,"1,450","1,399","1,367",1,0,2,,,,,,,,,,
ZCTA5 12729,"1,316","1,200",882,237,0,47,,,,,,,,,,
ZCTA5 12732,819,719,708,0,0,0,,,,,,,,,,
ZCTA5 12733,"2,771","2,341","1,336",932,22,4,,,,,,,,,,
ZCTA5 12734,"1,146",800,611,0,0,0,,,,,,,,,,
ZCTA5 12736,108,94,94,0,0,0,,,,,,,,,,
ZCTA5 12737,"1,743","1,604","1,509",30,0,27,,,,,,,,,,
ZCTA5 12738,255,212,212,0,0,0,,,,,,,,,,
ZCTA5 12740,"1,810","1,578","1,393",49,0,0,,,,,,,,,,
ZCTA5 12741,189,182,146,17,0,0,,,,,,,,,,
ZCTA5 12742,87,54,54,0,0,0,,,,,,,,,,
ZCTA5 12743,384,384,377,2,0,0,,,,,,,,,,
ZCTA5 12745,15,15,15,0,0,0,,,,,,,,,,
ZCTA5 12746,785,727,636,0,0,54,,,,,,,,,,
ZCTA5 12747,"2,046","1,825","1,473",56,0,276,,,,,,,,,,
ZCTA5 12748,"1,971","1,757","1,611",51,0,28,,,,,,,,,,
ZCTA5 12749,537,537,537,0,0,0,,,,,,,,,,
ZCTA5 12750,22,22,22,0,0,0,,,,,,,,,,
ZCTA5 12751,"1,397","1,209","1,007",150,0,0,,,,,,,,,,
ZCTA5 12752,315,311,301,10,0,0,,,,,,,,,,
ZCTA5 12754,"7,688","5,427","4,437",767,0,80,,,,,,,,,,
ZCTA5 12758,"3,941","3,679","3,254",49,0,107,,,,,,,,,,
ZCTA5 12759,"2,398","2,041","1,382",531,55,13,,,,,,,,,,
ZCTA5 12760,479,352,342,0,0,10,,,,,,,,,,
ZCTA5 12762,484,466,466,0,0,0,,,,,,,,,,
ZCTA5 12763,565,502,461,20,0,0,,,,,,,,,,
ZCTA5 12764,"1,694","1,642","1,474",39,4,53,,,,,,,,,,
ZCTA5 12765,910,899,899,0,0,0,,,,,,,,,,
ZCTA5 12766,651,651,644,0,0,7,,,,,,,,,,
ZCTA5 12767,201,190,190,0,0,0,,,,,,,,,,
ZCTA5 12768,626,548,515,10,0,0,,,,,,,,,,
ZCTA5 12769,291,281,199,50,0,32,,,,,,,,,,
ZCTA5 12770,254,159,159,0,0,0,,,,,,,,,,
ZCTA5 12771,"14,840","12,768","10,504",810,210,526,,,,,,,,,,
ZCTA5 12775,"2,061","1,652","1,336",260,5,24,,,,,,,,,,
ZCTA5 12776,"2,003","1,714","1,665",14,0,6,,,,,,,,,,
ZCTA5 12777,856,821,748,19,2,5,,,,,,,,,,
ZCTA5 12778,384,384,384,0,0,0,,,,,,,,,,
ZCTA5 12779,"1,380",763,601,162,0,0,,,,,,,,,,
ZCTA5 12780,"2,153","2,107","1,851",47,0,11,,,,,,,,,,
ZCTA5 12781,104,95,95,0,0,0,,,,,,,,,,
ZCTA5 12783,"1,378","1,180","1,066",80,8,0,,,,,,,,,,
ZCTA5 12784,3,3,0,3,0,0,,,,,,,,,,
ZCTA5 12785,"1,219","1,190",697,168,0,33,,,,,,,,,,
ZCTA5 12786,482,435,435,0,0,0,,,,,,,,,,
ZCTA5 12787,89,89,76,0,0,0,,,,,,,,,,
ZCTA5 12788,"2,596","2,118","1,652",381,13,12,,,,,,,,,,
ZCTA5 12789,"1,961","1,453","1,135",121,0,110,,,,,,,,,,
ZCTA5 12790,"4,542","4,038","3,688",42,4,170,,,,,,,,,,
ZCTA5 12791,741,741,741,0,0,0,,,,,,,,,,
ZCTA5 12792,132,132,132,0,0,0,,,,,,,,,,
ZCTA5 12801,"14,838","14,241","13,428",258,5,71,,,,,,,,,,
ZCTA5 12803,"8,349","8,249","7,911",29,21,30,,,,,,,,,,
ZCTA5 12804,"27,486","26,760","25,667",237,42,207,,,,,,,,,,
ZCTA5 12808,202,202,192,0,0,4,,,,,,,,,,
ZCTA5 12809,"3,679","3,628","3,497",5,7,54,,,,,,,,,,
ZCTA5 12810,586,571,558,3,0,0,,,,,,,,,,
ZCTA5 12811,175,175,173,0,0,0,,,,,,,,,,
ZCTA5 12812,328,328,328,0,0,0,,,,,,,,,,
ZCTA5 12814,"1,300","1,300","1,246",54,0,0,,,,,,,,,,
ZCTA5 12815,"1,041","1,041","1,038",0,0,0,,,,,,,,,,
ZCTA5 12816,"4,636","4,450","4,294",39,13,74,,,,,,,,,,
ZCTA5 12817,"2,006","1,993","1,933",3,0,37,,,,,,,,,,
ZCTA5 12819,311,311,282,0,0,0,,,,,,,,,,
ZCTA5 12820,96,96,88,0,8,0,,,,,,,,,,
ZCTA5 12821,"2,764","2,055",660,"1,247",9,43,,,,,,,,,,
ZCTA5 12822,"6,036","5,972","5,839",12,0,0,,,,,,,,,,
ZCTA5 12823,462,462,462,0,0,0,,,,,,,,,,
ZCTA5 12824,949,933,913,20,0,0,,,,,,,,,,
ZCTA5 12827,"3,349","3,328","3,144",22,11,9,,,,,,,,,,
ZCTA5 12828,"9,866","9,803","9,531",25,91,12,,,,,,,,,,
ZCTA5 12831,"18,314","17,660","17,175",90,3,184,,,,,,,,,,
ZCTA5 12832,"6,353","6,314","6,096",56,9,11,,,,,,,,,,
ZCTA5 12833,"5,141","5,089","4,801",60,0,102,,,,,,,,,,
ZCTA5 12834,"6,211","6,090","5,931",38,1,56,,,,,,,,,,
ZCTA5 12835,"2,760","2,723","2,651",12,3,0,,,,,,,,,,
ZCTA5 12836,593,585,567,0,0,0,,,,,,,,,,
ZCTA5 12837,"1,083","1,083","1,057",0,0,0,,,,,,,,,,
ZCTA5 12838,735,735,708,0,0,0,,,,,,,,,,
ZCTA5 12839,"13,612","13,307","12,698",109,25,68,,,,,,,,,,
ZCTA5 12841,123,123,123,0,0,0,,,,,,,,,,
ZCTA5 12842,595,593,571,2,0,2,,,,,,,,,,
ZCTA5 12843,672,672,646,21,0,0,,,,,,,,,,
ZCTA5 12844,265,258,249,9,0,0,,,,,,,,,,
ZCTA5 12845,"4,760","4,570","4,385",64,8,26,,,,,,,,,,
ZCTA5 12846,"3,057","3,033","2,987",20,7,0,,,,,,,,,,
ZCTA5 12847,376,366,324,13,8,20,,,,,,,,,,
ZCTA5 12849,320,313,313,0,0,0,,,,,,,,,,
ZCTA5 12850,"2,621","2,596","2,490",63,0,0,,,,,,,,,,
ZCTA5 12851,379,379,339,2,16,0,,,,,,,,,,
ZCTA5 12852,333,328,307,1,1,10,,,,,,,,,,
ZCTA5 12853,"1,456","1,442","1,387",8,0,13,,,,,,,,,,
ZCTA5 12854,82,82,82,0,0,0,,,,,,,,,,
ZCTA5 12855,236,219,216,0,0,0,,,,,,,,,,
ZCTA5 12856,281,281,281,0,0,0,,,,,,,,,,
ZCTA5 12857,750,747,741,0,1,3,,,,,,,,,,
ZCTA5 12858,112,112,98,0,0,0,,,,,,,,,,
ZCTA5 12859,"2,146","2,133","2,059",21,0,0,,,,,,,,,,
ZCTA5 12860,342,340,330,2,0,5,,,,,,,,,,
ZCTA5 12861,544,544,507,0,0,10,,,,,,,,,,
ZCTA5 12862,160,120,120,0,0,0,,,,,,,,,,
ZCTA5 12863,"1,285","1,285","1,285",0,0,0,,,,,,,,,,
ZCTA5 12864,4,4,4,0,0,0,,,,,,,,,,
ZCTA5 12865,"3,522","3,454","3,256",87,20,1,,,,,,,,,,
ZCTA5 12866,"38,788","37,371","33,918","1,123",13,"1,152",,,,,,,,,,
ZCTA5 12870,"1,725","1,719","1,685",2,1,0,,,,,,,,,,
ZCTA5 12871,"4,025","3,894","3,708",126,0,17,,,,,,,,,,
ZCTA5 12872,95,95,95,0,0,0,,,,,,,,,,
ZCTA5 12873,832,792,759,2,0,0,,,,,,,,,,
ZCTA5 12874,138,138,135,0,0,0,,,,,,,,,,
ZCTA5 12878,749,701,680,13,0,0,,,,,,,,,,
ZCTA5 12883,"4,784","4,755","4,666",8,0,23,,,,,,,,,,
ZCTA5 12884,669,658,599,2,0,0,,,,,,,,,,
ZCTA5 12885,"4,423","4,309","3,986",58,0,132,,,,,,,,,,
ZCTA5 12886,176,176,156,11,0,0,,,,,,,,,,
ZCTA5 12887,"4,733","4,626","4,307",2,2,0,,,,,,,,,,
ZCTA5 12901,"32,866","31,896","29,486",862,141,720,,,,,,,,,,
ZCTA5 12903,"1,707","1,675","1,558",26,10,54,,,,,,,,,,
ZCTA5 12910,"2,062","1,918","1,604",252,0,21,,,,,,,,,,
ZCTA5 12911,0,0,0,0,0,0,,,,,,,,,,
ZCTA5 12912,"1,538","1,506","1,472",0,1,3,,,,,,,,,,
ZCTA5 12913,"1,192","1,186","1,147",0,0,0,,,,,,,,,,
ZCTA5 12914,979,979,896,0,50,0,,,,,,,,,,
ZCTA5 12915,79,76,76,0,0,0,,,,,,,,,,
ZCTA5 12916,"2,376","2,326","2,177",42,0,0,,,,,,,,,,
ZCTA5 12917,"1,322","1,251","1,111",60,64,1,,,,,,,,,,
ZCTA5 12918,"2,828","2,761","2,652",17,9,0,,,,,,,,,,
ZCTA5 12919,"2,971","2,941","2,844",7,2,7,,,,,,,,,,
ZCTA5 12920,"2,242","2,200","2,076",14,37,8,,,,,,,,,,
ZCTA5 12921,"2,592","2,564","2,450",9,0,8,,,,,,,,,,
ZCTA5 12922,46,46,45,0,1,0,,,,,,,,,,
ZCTA5 12923,466,460,457,1,0,0,,,,,,,,,,
ZCTA5 12924,61,61,58,0,0,0,,,,,,,,,,
ZCTA5 12926,"2,371","2,363","2,217",17,60,0,,,,,,,,,,
ZCTA5 12927,294,294,294,0,0,0,,,,,,,,,,
ZCTA5 12928,"2,019","1,952","1,931",6,3,0,,,,,,,,,,
ZCTA5 12929,"4,078","3,427","1,516","1,828",17,11,,,,,,,,,,
ZCTA5 12930,851,839,721,0,13,3,,,,,,,,,,
ZCTA5 12932,"1,126","1,072","1,001",27,0,0,,,,,,,,,,
ZCTA5 12933,40,28,28,0,0,0,,,,,,,,,,
ZCTA5 12934,992,992,983,0,0,2,,,,,,,,,,
ZCTA5 12935,"1,488","1,476","1,423",5,0,0,,,,,,,,,,
ZCTA5 12936,581,578,569,3,0,0,,,,,,,,,,
ZCTA5 12937,"1,569","1,563","1,189",35,234,4,,,,,,,,,,
ZCTA5 12939,175,175,167,0,0,0,,,,,,,,,,
ZCTA5 12941,"1,516","1,484","1,475",5,1,0,,,,,,,,,,
ZCTA5 12942,605,594,592,0,0,2,,,,,,,,,,
ZCTA5 12943,339,339,329,0,0,0,,,,,,,,,,
ZCTA5 12944,"4,106","4,061","3,964",35,22,3,,,,,,,,,,
ZCTA5 12945,388,388,388,0,0,0,,,,,,,,,,
ZCTA5 12946,"4,633","4,517","4,365",33,2,10,,,,,,,,,,
ZCTA5 12950,670,669,604,37,1,0,,,,,,,,,,
ZCTA5 12952,283,281,268,3,0,0,,,,,,,,,,
ZCTA5 12953,"14,643","13,531","11,283","2,004",10,19,,,,,,,,,,
ZCTA5 12955,297,297,292,0,0,0,,,,,,,,,,
ZCTA5 12956,"1,210","1,161","1,064",88,0,0,,,,,,,,,,
ZCTA5 12957,"1,500","1,500","1,453",0,14,0,,,,,,,,,,
ZCTA5 12958,"1,919","1,919","1,906",0,0,0,,,,,,,,,,
ZCTA5 12959,"1,507","1,501","1,490",0,0,0,,,,,,,,,,
ZCTA5 12960,943,941,927,2,12,0,,,,,,,,,,
ZCTA5 12961,127,127,42,0,0,0,,,,,,,,,,
ZCTA5 12962,"4,713","4,708","4,532",9,9,129,,,,,,,,,,
ZCTA5 12964,60,60,52,0,0,8,,,,,,,,,,
ZCTA5 12965,408,399,387,0,0,12,,,,,,,,,,
ZCTA5 12966,"2,825","2,681","2,606",0,4,16,,,,,,,,,,
ZCTA5 12967,"1,251","1,217","1,177",1,2,3,,,,,,,,,,
ZCTA5 12969,288,277,268,0,5,0,,,,,,,,,,
ZCTA5 12970,922,910,829,25,6,46,,,,,,,,,,
ZCTA5 12972,"6,912","6,648","6,414",56,0,81,,,,,,,,,,
ZCTA5 12973,75,75,71,0,0,4,,,,,,,,,,
ZCTA5 12974,"2,269","2,162","2,085",6,5,0,,,,,,,,,,
ZCTA5 12975,256,256,211,3,0,2,,,,,,,,,,
ZCTA5 12976,185,166,163,0,0,0,,,,,,,,,,
ZCTA5 12977,"1,741","1,166",346,757,3,0,,,,,,,,,,
ZCTA5 12978,253,236,236,0,0,0,,,,,,,,,,
ZCTA5 12979,"2,324","2,307","2,224",11,6,24,,,,,,,,,,
ZCTA5 12980,"1,055","1,050","1,005",0,2,0,,,,,,,,,,
ZCTA5 12981,"2,324","2,298","2,284",0,0,0,,,,,,,,,,
ZCTA5 12983,"7,135","6,966","6,722",124,28,0,,,,,,,,,,
ZCTA5 12985,939,924,909,0,6,0,,,,,,,,,,
ZCTA5 12986,"5,325","5,254","4,970",156,18,13,,,,,,,,,,
ZCTA5 12987,224,224,223,0,0,0,,,,,,,,,,
ZCTA5 12989,879,879,801,0,0,12,,,,,,,,,,
ZCTA5 12992,"3,800","3,766","3,702",0,0,19,,,,,,,,,,
ZCTA5 12993,"1,499","1,495","1,447",16,2,4,,,,,,,,,,
ZCTA5 12996,"2,042","2,021","1,866",20,2,6,,,,,,,,,,
ZCTA5 12997,"1,184","1,176","1,152",2,9,0,,,,,,,,,,
ZCTA5 12998,113,113,90,0,13,10,,,,,,,,,,
ZCTA5 13020,82,82,82,0,0,0,,,,,,,,,,
ZCTA5 13021,"37,756","36,648","33,476","1,275",27,326,,,,,,,,,,
ZCTA5 13024,"1,806","1,533",475,"1,043",5,0,,,,,,,,,,
ZCTA5 13026,"1,772","1,649","1,588",20,7,5,,,,,,,,,,
ZCTA5 13027,"35,417","34,043","32,229",445,20,403,,,,,,,,,,
ZCTA5 13028,743,695,662,0,0,0,,,,,,,,,,
ZCTA5 13029,"7,853","7,733","7,223",0,0,23,,,,,,,,,,
ZCTA5 13030,"3,705","3,568","3,330",0,0,92,,,,,,,,,,
ZCTA5 13031,"16,151","15,870","14,928",161,5,367,,,,,,,,,,
ZCTA5 13032,"12,960","12,837","11,975",28,144,10,,,,,,,,,,
ZCTA5 13033,"3,794","3,779","3,616",0,7,23,,,,,,,,,,
ZCTA5 13034,"1,924","1,884","1,781",13,1,26,,,,,,,,,,
ZCTA5 13035,"8,450","8,204","7,796",198,13,56,,,,,,,,,,
ZCTA5 13036,"9,697","9,653","9,407",20,6,10,,,,,,,,,,
ZCTA5 13037,"9,702","9,379","9,099",51,65,22,,,,,,,,,,
ZCTA5 13039,"17,233","17,091","16,203",204,17,365,,,,,,,,,,
ZCTA5 13040,"2,670","2,645","2,562",0,18,0,,,,,,,,,,
ZCTA5 13041,"11,916","11,530","10,441",188,12,242,,,,,,,,,,
ZCTA5 13042,"1,817","1,814","1,768",0,0,1,,,,,,,,,,
ZCTA5 13044,"3,041","2,861","2,752",0,0,0,,,,,,,,,,
ZCTA5 13045,"28,158","27,129","25,306",739,16,244,,,,,,,,,,
ZCTA5 13051,30,30,30,0,0,0,,,,,,,,,,
ZCTA5 13052,"1,960","1,957","1,940",0,2,0,,,,,,,,,,
ZCTA5 13053,"5,033","4,801","4,327",116,0,167,,,,,,,,,,
ZCTA5 13054,"1,105","1,105","1,105",0,0,0,,,,,,,,,,
ZCTA5 13057,"14,300","14,050","13,027",198,13,331,,,,,,,,,,
ZCTA5 13060,"2,723","2,662","2,387",9,0,56,,,,,,,,,,
ZCTA5 13061,785,762,699,63,0,0,,,,,,,,,,
ZCTA5 13062,187,187,187,0,0,0,,,,,,,,,,
ZCTA5 13063,"1,802","1,782","1,710",0,7,60,,,,,,,,,,
ZCTA5 13065,301,301,301,0,0,0,,,,,,,,,,
ZCTA5 13066,"12,757","12,472","11,199",294,2,418,,,,,,,,,,
ZCTA5 13068,"4,699","4,638","4,450",0,17,52,,,,,,,,,,
ZCTA5 13069,"24,243","23,286","22,615",113,34,64,,,,,,,,,,
ZCTA5 13071,811,768,717,0,0,25,,,,,,,,,,
ZCTA5 13072,861,861,843,0,8,0,,,,,,,,,,
ZCTA5 13073,"6,612","6,489","5,974",110,10,14,,,,,,,,,,
ZCTA5 13074,"4,302","4,242","4,044",1,1,44,,,,,,,,,,
ZCTA5 13076,"2,269","2,196","2,145",0,6,23,,,,,,,,,,
ZCTA5 13077,"6,642","6,556","6,192",3,0,243,,,,,,,,,,
ZCTA5 13078,"11,008","10,881","8,885",634,18,736,,,,,,,,,,
ZCTA5 13080,"3,507","3,375","3,249",5,29,0,,,,,,,,,,
ZCTA5 13081,"1,271","1,233","1,161",0,0,14,,,,,,,,,,
ZCTA5 13082,"3,895","3,893","3,771",3,0,10,,,,,,,,,,
ZCTA5 13083,"2,016","2,005","1,960",3,0,19,,,,,,,,,,
ZCTA5 13084,"3,580","3,501","3,301",92,0,0,,,,,,,,,,
ZCTA5 13087,166,166,143,0,0,0,,,,,,,,,,
ZCTA5 13088,"22,132","21,332","19,037",722,15,863,,,,,,,,,,
ZCTA5 13090,"29,237","27,477","23,976","1,385",37,681,,,,,,,,,,
ZCTA5 13092,"2,535","2,509","2,228",32,0,46,,,,,,,,,,
ZCTA5 13101,"2,496","2,426","2,325",2,0,0,,,,,,,,,,
ZCTA5 13102,61,61,61,0,0,0,,,,,,,,,,
ZCTA5 13103,136,136,113,0,0,1,,,,,,,,,,
ZCTA5 13104,"17,022","16,701","14,529",201,8,"1,541",,,,,,,,,,
ZCTA5 13108,"6,213","6,101","5,887",22,0,43,,,,,,,,,,
ZCTA5 13110,"2,351","2,290","2,165",0,0,0,,,,,,,,,,
ZCTA5 13111,"1,771","1,551","1,524",0,0,16,,,,,,,,,,
ZCTA5 13112,"1,622","1,585","1,585",0,0,0,,,,,,,,,,
